Author	Text	Location	Datetime
Roadwarrior29	RT @edmundtadros: British PM's father used offshore accounts for his business https://t.co/10deK1cgAU #panamapapers https://t.co/Qc7HzXW0x2	Atlantis.....mostly	18:45:37 03/04/2016
israelbnmx	RT @revistaproceso: #PanamaPapers: Las Bahamas, refugio de la empresa de Alfonso de Angoitia, el cerebro financiero de Televisa https://t.c…	None	18:46:26 03/04/2016
realJohnJericho	RT @Snowden: That time when your journalism was so hot it melted the servers. #PanamaPapers https://t.co/AkCPAh6EEI	None	18:47:50 03/04/2016
Antonio_ArceC	La hermana del rey emérito tubo una empresa opaca en un paraíso fiscal.  https://t.co/nTaGbbhiiG  #papelespanama https://t.co/maHjMK0S99	Redován	18:41:04 03/04/2016
UP_Catalunya	RT @kurioso: Una vez más el 'PERIODISMO' haciendo el trabajo que no hacen las instituciones... Inquietante  #panamapapers https://t.co/nyxs…	Cataluña, España	18:45:33 03/04/2016
Justforaday2014	RT @DefiAye: The secrets of dirty money. Guess who's late father helped create and develop it? #DavidCameron #panamapapers https://t.co/Nw7…	None	18:46:55 03/04/2016
BimboCant	RT @HerberMax: Dal Clan Putin a Platini, passando da Leo Messi 140 conti offshore rivelati da #PanamaPapers https://t.co/X7OX0Y4a5X https:/…	Ciudad del Este-Paraguay	18:48:00 03/04/2016
_alasombra	RT @CountBlissett: Mañana un montón de expertos en infringir la ley explicándonos que todo esto no es infringir la ley.   #PanamaPapers	None	18:48:58 03/04/2016
xlramirez	@agustinrivera @elconfidencial @lasextatv Os he citado. Estoy enlazando los principales medios partícipes en #panamapapers. Enhorabuena :P	Málaga, España	18:40:46 03/04/2016
MariaBBjoern	Shiiiit??? Ham direktøren i #Nordea er jo den maskuline udgave af Antorini 😳 Himmelråbende ikke-svar #panamapapers	None	18:41:27 03/04/2016
ontobelli	RT @RT_com: DETAILS: 2.6 terabytes, 11.5 million docs and 214k shell companies - #panamapapers https://t.co/jpM8MJvhx9 https://t.co/ouNAg1S…	Spotitlán México	18:43:13 03/04/2016
74Richardt	RT @Snowden: The story behind the #PanamaPapers? Courage is contagious. https://t.co/P6nYOebdKu https://t.co/zrT2J0PtIa	Based in South West of UK	18:43:17 03/04/2016
Gemorace	Las salidas de emergencia se encuentran ubicadas a los lados.al inicio y al final del pasillo,por favor evcúen ordenadamente. #panamapapers	Costa Rica	18:44:29 03/04/2016
Diego_Pelayo	🔴 El rey de #ArabiaSaudí, en los #PanamaLeaks #PanamaPapers https://t.co/9m94Q2Z6VH… https://t.co/9HPgvDJrqU	Buenos Aires	18:44:29 03/04/2016
Kathss_ng	RT @wikileaks: In just under an hour over one hundred media outlets around the world will start publishing the #PanamaPapers	Panamá 	18:45:23 03/04/2016
agustinrivera	@frantrejoj @elconfidencial @laSextaTV ¿Quién dice que son ilegales? Lo importante es que sepan que existen. #panamapapers	Málaga	18:39:41 03/04/2016
NickNehamas	RT @MiamiHerald: Brazil's ex-Supreme Court chief hid the price he paid for a Miami condo https://t.co/WY5otCMV4v #panamapapers https://t.co…	Miami, FL	18:39:56 03/04/2016
ricarmanzano	RT @alfredomeza: Edecan de Chávez abrió una cuenta en Seychelles cuatro dias después de la victoria de Maduro https://t.co/4wICFbf20m #pana…	None	18:41:15 03/04/2016
InariJuntumaa	RT @FinlandInc: #PanamaPapers: how the world’s rich and famous hide their money offshore https://t.co/L6nEK4ON62	Helsinki	18:46:17 03/04/2016
vzlavalelapena	@AristeguiOnline @cocap #PanamaPapers Ladrones de esperanza y progreso no solo de sus pueblos sino del mundo moderno que busca equidad!!!	Venezuela	18:48:46 03/04/2016
cascarujablog	En cascaruja estamos viendo los #panamapapers con esta actitud. https://t.co/3DeF1xV4TG	None	18:40:18 03/04/2016
jopintopt	Macri na Argentina. Isto é uma verdadeira bomba. #panamapapers  https://t.co/bELdG27LzO	Bruxelas/Amarante	18:41:51 03/04/2016
hugosocorro	RT @Ewalds6: #PanamaPapers El Contralor de PDVSA quería ocultar 2,5MM de $. En Panamá le dijeron cómo: a través de su hija. https://t.co/5c…	None	18:48:17 03/04/2016
chimmmichoo	RT @revistaproceso: #PanamaPapers: Las Bahamas, refugio de la empresa de Alfonso de Angoitia, el cerebro financiero de Televisa https://t.c…	None	18:48:11 03/04/2016
nenedenadie	¿De dónde salía el dinero? ¿Cuánto han defraudado?¿Por qué la Hacienda española no sabía nada de ninguno de estos? #panamapapers #respuestas	None	18:46:42 03/04/2016
Andre2Verzaal	RT @RT_com: #panamapapers leak covers activities of Mossack Fonseca firm over a period from 1970 to spring 2016 https://t.co/jpM8MJvhx9	Netherlands   Alphen a/d Rijn	18:48:07 03/04/2016
guilleciro	RT @DavidJimenezTW: La hermana del Rey Juan Carlos mantuvo una empresa opaca en Panamá durante cuatro décadas https://t.co/hMBQgUt5Ix vía @…	Torrelaguna - Madrid - Braga	18:48:07 03/04/2016
FranGMatute	RT @yolandatricolor: Oh dios mios ricos llevando dinero a paraísos fiscales #panamapapers https://t.co/lnzCJe7YzL	Sevilla	18:39:40 03/04/2016
blazers_on_fire	RT @LesNews: #panamapapers : le président suspendu de l’UEFA, Michel Platini, est lui aussi épinglé	albertville, france	18:42:48 03/04/2016
albanthika	Retweeted Devirupa Mitra (@DevirupaM):  More about the Sharif children's financial dealings in #panamapapers... https://t.co/7nvegCU9al	Malta	18:43:37 03/04/2016
ancorlan	RT @repubblicait: #Panamapapers Ecco i primi nomi degli italiani coinvolti con i conti offshore. L'inchiesta de L'@espressonline  https://t…	None	18:43:40 03/04/2016
deirdreheenan	World leaders, criminals and celebrities use tax havens. Really! https://t.co/eX6EkL1IZ1  #PanamaPapers	None	18:44:55 03/04/2016
BeckyJohnson222	RT @Amirmizroch: a global industry of law firms and big banks sells financial secrecy to politicians, fraudst… #panamapapers https://t.co/z…	Santa Cruz, California, USA	18:51:02 03/04/2016
Nylonshoe	RT @MalditoDeporte: Messi montó otra red de fraude fiscal después dq le pillara Hacienda  ¿Otra conspiración @FCBarcelona? #panamapapers ht…	None	18:55:18 03/04/2016
Negation2010	Good lord, what a super gau.  #panamapapers	Paris/Megéve/Berlin/Taiwan	18:55:15 03/04/2016
DroMath	RT @aschapire: Uy, mirá quién encabeza los #PanamaPapers https://t.co/tQinW7umHc	Paris	18:55:16 03/04/2016
jlgmuriel	RT @golondrinadnata: #panamapapers  ¡Qué raro! ¿Una Infanta relacionada con la corrupción? ¡Increíble! ¿No? https://t.co/WxikDDP1NS	Madrid	18:57:11 03/04/2016
sergiovds	RT @UOLNoticias: Fernando Rodrigues:  Panama Papers revelam 107 novas offshores ligadas a citados na Lava Jato https://t.co/566oHdRiUk	-23.550229,-46.568647	18:50:12 03/04/2016
Arfness	RT @JannieMom: South Africa's own Fidentia makes an appearance in the #PanamaPapers leak...  https://t.co/29HBkNbGXc	Johannesburg	18:52:35 03/04/2016
Yousen221	C'est le plus gros scandale d'évasion fiscale de l'histoire : que sont les Panama Papers ? https://t.co/331jfDR89v via @LObs	Paris	18:52:31 03/04/2016
espressonline	RT @LirioAbbate: #PanamaPapers la più grande fuga di notizie finanziarie della storia. Così é nata la nostra inchiesta @espressonline https…	Italy	18:53:35 03/04/2016
paco229	RT @jordievole: Me imagino el currazo que hay detrás para hacer inteligibles los #papelespanama y solo puedo felicitar a los compañeros de…	Brunete, Madrid, Spain	18:54:48 03/04/2016
OrganDomi	RT @BFMTV: #PanamaPapers: une affaire de fraude fiscale à l'échelle mondiale  https://t.co/JGcNdlEvGg https://t.co/UdimNxAZNL	None	18:54:47 03/04/2016
Hector4Herrero	#PanamaPapers Un acontecimiento periodístico que se recordarán en los próximos años.	Valencia - Castellón	18:56:52 03/04/2016
btc_joe	RT @wikileaks: All Putin’s Men: Secret Records Reveal Money Network Tied to Associates of Russian Leader #PanamaPapers https://t.co/ZEkAuSd…	None	18:50:05 03/04/2016
Alexlac51	RT @DefiAye: More than half of the companies are registered in British-administered tax havens, as well as in the UK itself. via @guardian…	 Scotland	18:50:42 03/04/2016
tropocolo	RT @laparejadegolpe: Y la gente, así en general, en los bares y casas, mañana sólo hablará de lo de Messi... Al tiempo #papelespanama	Madrid	18:52:00 03/04/2016
TheUGNews	Panama Papers: Mossack Fonseca leak reveals elite's tax havens - BBC News https://t.co/722TYmEaYv	Below Ground Level, US	18:52:05 03/04/2016
pepecabo	RT @OxfamIntermon: El #escaqueofiscal hacia paraísos fiscales impide que construir sociedades más justas. FIRMA https://t.co/AtpLSKBXwJ #pa…	None	18:53:06 03/04/2016
shilscher	Englisch Version of #panamapapers: 11.5 Million #documents #Iceland, #Fifa https://t.co/ouzPhmsq1F	Munich, Bavaria	18:54:11 03/04/2016
ercangun1	RT @601sokak_: Putin'in kara para trafiğini ifşa eden Panama belgelerinde 6'sı halen görevde 12 hükümet ve devlet başkanı da var. https://t…	İstanbul	18:55:07 03/04/2016
agusmc34	RT @feralcazar_: ...y recordad, el día 6 comienza la Campaña del IRPF y viene con novedades: ◻️ Fines sociales ◻️ Iglesia católica ◻️ Panam…	Getafe, Comunidad de Madrid	18:56:29 03/04/2016
Danhino	RT @O_Zeda: Toda la vida queriéndonos parecer a los países del norte y resulta que alguno de ellos nos imita. #panamapapers https://t.co/7a…	DF	18:56:33 03/04/2016
_GRoy	RT @LesNews: #panamapapers : l'acteur Jackie Chan lui aussi concerné https://t.co/j8km6bNApE	Troyes, Champagne-Ardenne	18:53:20 03/04/2016
douglasfugazi	Entonces en Panama es el paraiso fiscal favorito de Messi ? Vaia Vaia	Medellin, Colombia	18:54:25 03/04/2016
Eiqzo	RT @LesNews: #panamapapers : 12 chefs d'État ou de gouvernement dont 6 encore en activité épinglés https://t.co/4UC4VBF6Ku	None	18:55:36 03/04/2016
Noch20	Felicidades a JCV y su gobierno Panamá es TT mundial cortesía de sus amigos	Panama	18:56:48 03/04/2016
mardecastilla	RT @lunagalla: Para cuando un #suizapapers ?? Monedero como buen corrupto escondiendo su dinero en Paraisos fiscales. https://t.co/DemIW2Bo…	None	18:57:48 03/04/2016
Asturgalicia	RT @sergioVillone: #panamapapers Presidente argentino Mauricio Macri acusado de     fuga de capitales y evasión fiscal https://t.co/hNTZJEo…	asturias y galicia	18:57:52 03/04/2016
Fgmmoreno	RT @EduardoRHuchim: #panamapapers Hinojosa Cantú, quien construyó casa de Peña, se protegió en paraísos fiscales https://t.co/asDvnzviya ¿T…	None	18:50:29 03/04/2016
KarimDiaz	RT @JocheDiaz: Cristina Villanueva despidiendo el informativo después de destapar los #PapelesPanamá #panamapapers https://t.co/c9RrYvX7Zn	None	18:52:41 03/04/2016
karianla	Kort fortalt: oversiktsside om #panamapapers hos @Aftenposten #anbefales  https://t.co/CUW9mPfV4H	Asker, Norway	18:53:23 03/04/2016
sarajulvez	RT @OrtizKevinJ: 12 Jefes de Estado en los #panamapapers entre ellos Macri y el Presidente de Ucrania. Nos gobierna la Mafia 😤😤 https://t.c…	zaragoza	18:56:42 03/04/2016
ephraim_amelia	RT @RT_com: MORE: Anonymous source reached out to German paper to leak info on corruption #panamapapers https://t.co/jpM8MJvhx9 https://t.c…	None	18:57:36 03/04/2016
pplwhocantpark	RT @edmundtadros: British PM's father used offshore accounts for his business https://t.co/10deK1cgAU #panamapapers https://t.co/Qc7HzXW0x2	Fuck the Tory Cunts!	18:57:29 03/04/2016
Dori_L_R	RT @rcabrero75: 12 Jefes de Estado en los #panamapapers entre ellos Macri y el Fascista presidente de Ucrania. Nos gobierna la Mafia https:…	None	18:49:55 03/04/2016
naveed1904	RT @MaonBillii: پیارے پٹواریو، سونے سے پہلے یہ لنک پڑھ کر سونا اور شرم ہو تو صبح اٹھنا نہیں ابدی نیند سو جانا۔   https://t.co/OLIYlbO89T #P…	LONDON	18:49:52 03/04/2016
newsSalamanca	RT @eldiarioes: La mujer de Arias Cañete también aparece en "los papeles de Panamá" https://t.co/NG4p7aaXfq #panamapapers https://t.co/J42p…	Salamanca, España	18:52:19 03/04/2016
AlvaroIURonda	RT @tasionite: Asco la evasión planetaria d las élites mientras la población mundial sufre hambre, guerras, desprotección social y sanitari…	Ronda, Málaga	18:54:32 03/04/2016
PFuejo	RT @Charblue1974: @_anapastor_ @laSextaTV Aquí no se libra ni mi vecino del segundo. Flipando me hallo #PanamaPapers	None	18:51:52 03/04/2016
Piedaddmor	RT @Famelica_legion: La gente de los #panamapapers te están robando a ti, sí a ti, lo que ellos no pagan tienes que pagarlo tú...  https://…	None	18:52:53 03/04/2016
scoreapoint	RT @BBCBreaking: Leaked files from Panama firm Mossack Fonseca reveal how world's wealthy hide their money https://t.co/P9Bd4wyx6Q https://…	Bedford	18:53:52 03/04/2016
Mr_Juanje	RT @wikileaks: Billionaires, presidents, killers, banks, drug lords, ministers... in massive offshore leak. One hour to go.  #PanamaPapers	None	17:27:31 03/04/2016
AlterNormandie	RT @cashinvestigati: #cashinvestigation @France2tv et @lemondefr : les deux médias français partenanires #panamapapers  https://t.co/fDPrvh…	Terre,  France Eco-citoyenne	18:59:21 03/04/2016
TolisKoskinas	RT @Gath___: Εθνική υπερηφάνεια μας πλημμυρίζει βλέποντας τον πρώην σύμβουλο του πρωθυπουργού μας να φιγουράρει στα #panamapapers https://t…	None	19:02:51 03/04/2016
MainstreamNews	RT @janinegibson: Why not support them and give the ICIJ some money - donations matched today up to $10k. #panamapapers https://t.co/Vhdygh…	News/Politics/Business/Tech	18:59:40 03/04/2016
enzododo	RT @LesNews: #panamapapers : plus grande fuite de données de l’histoire du journalisme concernant la création de sociétés offshore par Moss…	None	19:01:55 03/04/2016
vanelistek	RT @ICIJorg: BREAKING: The #PanamaPapers - Politicians, Criminals and the Rogue Industry That Hides Their Cash https://t.co/LDcslHoLAb	Buenos Aires	18:58:11 03/04/2016
vico_telco	RT @iruiz: #panamapapers . Un "leak" con 46 veces más documentos secretos que Wikileaks. Desde las 15 en @LANACION	USA	19:01:35 03/04/2016
ancorlan	RT @abecarub33: #L6papelesPanama me he quedado pegado al sillón y estoy medio muerto!Dónde está el honor y el patriotismo?En paraísos fisca…	None	19:02:23 03/04/2016
DualGrey	RT @AidanKerrPol: This is an absolutely incredible data leak. Ramifications from Iceland to FIFA and, perhaps, Edinburgh. #panamapapers	Milky Way Galaxy	19:02:30 03/04/2016
AldanaAlejandro	RT @revistaproceso: #PanamaPapers: Las Bahamas, refugio de la empresa de Alfonso de Angoitia, el cerebro financiero de Televisa https://t.c…	None	19:03:29 03/04/2016
CGT112Sevilla	RT @RubenSanchezTW: ¿Cuántos 'patriotas' que nos dan lecciones de ética se llevan el dinero a Panamá y paraísos fiscales para eludir impues…	None	18:59:57 03/04/2016
olofanna	Jahá... #cashljós #kastljós #panamapapers	Reykjavík, Iceland	19:00:03 03/04/2016
HanumeAmir	RT @OCCRP: The link to our #Panamapapers site, in case you somehow missed it: https://t.co/WxvQ9ZtMWN	None	19:04:11 03/04/2016
BackofficeGP	RT @KyivPost: Soon after election in 2014, President #Poroshenko registered offshore company https://t.co/zexCXbtpKW #panamapapers https://…	Nederland 	19:04:18 03/04/2016
PugTrader	RT @philipdisalvo: How big is #PanamaLeaks? 2,6TB. Great infographic by @SZ_Investigativ: https://t.co/KWYH9Ld4LC https://t.co/6CDnPq9miK	THE WORLD	18:59:31 03/04/2016
patrimarly	RT @Famelica_legion: Todo lo que los miserables de los #panamapapers no pagan lo hemos de pagar nosotros por ellos,es un latrocinio doble h…	None	19:00:18 03/04/2016
sozekeyser	#panamapapers  https://t.co/GfSkFabg7O	Lisboa	19:03:13 03/04/2016
AnaMarta52	RT @JavierArocaA: #panamapapers  un paraíso fiscal para muchos patriotas españoles , por supuesto una tapadera de Venezuela e Irán	madrid	19:05:03 03/04/2016
rajagashe	#panamapapers whats in it for #india? I'm excited #MossackFonseca	1 AU	19:01:11 03/04/2016
CoreySimpson5	VIDEO: What the Panama Papers reveal https://t.co/ZrobKhIL8g	MAINS OF SLUIE, UK	19:01:11 03/04/2016
laTitin27	RT @Anons2016: RT DiarioTalCual: #PanamaPapers Varios venezolanos poseen empresas de maletín en paraísos fiscales … https://t.co/GiraqOYPIa	Vzla, Ccs - Mérida - Margarita	19:02:08 03/04/2016
BicoCg	RT @revistaproceso: #PanamaPapers: Hinojosa Cantú, el “donador” de la Casa Blanca esconde 100 mdd en negocios fantasmas https://t.co/82WeaB…	None	19:03:50 03/04/2016
ancetreIV	Mossack Fonseca is dus een uitstekende organisatie en Panama is voor bepaalde structuren de beste jurisdictie. Maar ja Putin.En dat MAG niet	None	19:04:51 03/04/2016
Laurent_F_4_BWT	RT @zataz: #panamapapers : fuite visant la finance offshore. On y trouve la FIFA, Poutine, 1000 FR... https://t.co/nywspmtWSN https://t.co/…	FRANCE	03:27:05 04/04/2016
Odara_10	RT @DarioAlok: "o que o #panamaleaks não vai te contar agora" https://t.co/0V8oFASP8W	None	03:30:27 04/04/2016
shiro_crossroad	RT @KhabirM: The #PanamaLeaks reveals: https://t.co/WcJYc7uTnH	Malaysia	03:30:27 04/04/2016
ZAZKE_py	Lo de Panamá es mortadela @maniatatterr  El Vaticano es caviar.	Vivo en una piña bajo el mar. 	03:30:26 04/04/2016
jopoliszuk	RT @rociosanmiguel: Hoy es un día muy importante para el periodismo y el derecho de las sociedades a estar informadas #PanamaPapers https:/…	None	03:30:26 04/04/2016
nacho_panama	Michael by Michael Kors  Nacho Valderrama Panama https://t.co/rPSzH4INK6  "Tu nueva vitrina de… https://t.co/tvw8jkY4n9	Panamá	03:30:26 04/04/2016
smasaas	It was all just a thrill. کھودا پہاڑ نکلا چوہا۔ Did #NS deny it. His son owned it on tv@UmarCheema1 it was not investigative #PanamaLeaks	Peshawar, Pakistan	03:25:37 04/04/2016
GESANDA	RT @NoticiasCaracol: Se destapa en Panamá uno de los mayores escándalos fiscales del mundo, 850 colombianos estarían involucrados https://t…	Los Angeles	03:32:32 04/04/2016
yoyiscaro	RT @epigmenioibarra: 30 Jose Luis Luna AyotzinapaCrimenDeEstado FueElEjercito CorrupciónEsViolencia #PanamaPapers @diegoluna_ https://t.co/…	México,D.F.	03:33:36 04/04/2016
wendy_capellan	RT @el_pais: El guardaespaldas de Chávez, Adrián José Velásquez Figueroa, implicado en el caso #PanamaPapers https://t.co/C7uN540xbf	 República Dominicana (Vegana)	03:34:57 04/04/2016
Johnknightmc	RT @dailynation: How broad secrecy draws criminals to offshore tax havens https://t.co/mBFPkHhyCq #PanamaPapers https://t.co/p1mDu2bSTu	Nairobi, Kenya	03:32:48 04/04/2016
yaremi212014	RT @el_pais: ¿Qué es el Grupo Mossack Fonseca? https://t.co/xW0IiUheXE ¿A qué se dedica la firma de abogados? #PanamaPapers	spain	03:27:35 04/04/2016
ad8e87074418414	RT @RConfidencial: “PAPELES DE PANAMÁ Para ver la economía sumergida de Venezuela hay que bucear en Panamá” https://t.co/sxPwEco9gm https:/…	None	03:28:58 04/04/2016
associated0001	RT @rvaidya2000: Indian express controlled-Editorialpoint of view-by axis of Cong/Commie/AK -hence their filtering #panamapapers  is doubtf…	None	03:26:27 04/04/2016
Anishwebering	Billionaires, Former Billionaires Outed For Offshore Wealth By The Panama Papers: Twenty-nine billionaires amo... https://t.co/PHN4mp7915	India	03:30:41 04/04/2016
Leonard875631	RT @epigmenioibarra: 24 Jorge Aníbal AyotzinapaCrimenDeEstado FueElEjercito CorrupciónEsViolencia #PanamaPapers @LeniaBatres https://t.co/l…	México 	03:33:11 04/04/2016
luichimillo	RT @liscatania: #panamapapers #ElAjuste  #panamapapers #ElAjuste https://t.co/PxTsFJnHMc	San justo	03:25:52 04/04/2016
Johilsa	RT @EfectoCocuyo: Enfermera del fallecido Presidente Chávez podría estar  en guiso” De Panamá Papers. https://t.co/EjRUSFfFhr https://t.co/…	Barquisimeto - Lara	03:30:47 04/04/2016
lunavenezolana	RT @ramirogarciaf: Para que tengan idea de la magnitud del tema, se encontraron casi 3000 compañías de USA y casi 2000 de Ecuador en los #p…	None	03:30:54 04/04/2016
Tkminnie1	Some of y'all done been to Panama 200 times and act like its y'all first time 😂😭😭	somewhere w raheem 	03:30:54 04/04/2016
jahlangdon	RT @rebeldealos60: Hasta mañana Macri debe explicar en congreso x Panama y tb los 2.5 palitos verdes que recibio p la campaña de Singer htt…	Quilmes	03:34:24 04/04/2016
montoycam	RT @kikesma: Seguramente el Político que más dinero tiene en los #panamapapers  es #Amlo ... https://t.co/J45SLBWrBd	None	03:32:21 04/04/2016
GaBoGaBryel	RT @LoQueSigue_: Ya son casi un millón de tweets #panamapapers. Se romperá un récord mundial que tenía #YaMeCanse	None	03:33:58 04/04/2016
MarkfromArk	This Panama Papers leak of terabytes of data on offshore facade companies is pretty shocking. https://t.co/AV5UjLEDK6	Arkansas	03:26:15 04/04/2016
Ms_Samantha_	The Panama Papers: Victims of Offshore https://t.co/RxHPP1VhB9 via @YouTube	Hampshire, England, UK.	03:26:14 04/04/2016
delapatriagonia	Cuánto impuesto deberán a sus países, muy sueltos de cuerpo, y a una le quitan toda la devolución por el crédito universitario #PanamaPapers	Rosario, Argentina	03:26:53 04/04/2016
juancarlosbald6	RT @bbcmundo: Documentos filtrados de firma panameña revelan cómo los ricos ocultan dinero https://t.co/IQeu0xHDVE #PanamaPapers https://t.…	None	03:26:56 04/04/2016
IsraelLeonard	RT @epigmenioibarra: 19 Israel Caballero AyotzinapaCrimenDeEstado FueElEjercito CorrupciónEsViolencia #PanamaPapers @julietav https://t.co/…	None	03:32:13 04/04/2016
merce105	RT @pimentonverde: #PapersPanama EL DESCARO DEL BECERRO @jsanguinocard Q Riñones! https://t.co/KdNF1nusnR Errrrrgaaa https://t.co/qCOpy6C3u…	VENEZUELA	02:39:07 04/04/2016
EnriqueSimor	RT @leobilanski: En que te has convertido @infobae?  #InfoBaeMiente (?)  ¿Y la foto del Presidente Macri?  #panamapapers 😨 https://t.co/DqK…	None	02:39:13 04/04/2016
zulfi822	RT @mariamsmadness: Oye Hoye! @MaryamNSharif  See how Nawaz Sharif's relatives are linked to the #panamapapers: https://t.co/uWOumLVcQX htt…	Castilla y León, España	02:45:55 04/04/2016
adrianabravista	Why Juan Pedro Damiani, member of the FIFA ethics committee, has come under his colleagues’ scrutiny #panamapapers https://t.co/GaToxIjRyD	Montevideo	02:48:39 04/04/2016
Pecc47	RT @Harlixenford: Años denunciando negocios turbios d @lopezobrador_ y NADIE HACE NADA! #panamapapers @Pato_Gal @doc_eva @Cellfaction https…	San Anton	02:40:27 04/04/2016
yraidacrespo	RT @LocaLuzCaraball: Aparecen #panamapapers pero no aparece partida del DELICUENTE de Maduro, MUD SE PREPARA PARA TAPAR OLLA y evitar q sus…	Venezuela	02:44:27 04/04/2016
Esmar2802	RT @ONVentura: ¿Vieron cuánto tiempo le tomó a Macri explicar su versión de lo de #PanamaPapers? Acá todavía esperamos versiones convincent…	None	02:44:20 04/04/2016
emilzua	RT @AdySubia: #Cacerolazo gracias @cronicaweb por mostrar la realidad !!!! #ElAjuste #papelespanama  https://t.co/KZW3pinn1c	BS AS. ARG	02:40:00 04/04/2016
GuillermoARuiz	RT @AFPespanol: #ÚLTIMAHORA Las publicaciones sobre #blanqueo son un "crimen" y un "ataque" contra #Panamá, según el fundador de #Mossack F…	Ciudad de Panamá	02:40:06 04/04/2016
rixstepnews	RT @wikileaks: #Greece #PanamaPapers:223 companies, 64 clients, 285 shareholders https://t.co/xDSw8NJVm3 https://t.co/ghRbyke3cW	London	02:44:55 04/04/2016
renovatofab	Rolando boato de que o #PanamaLeaks já fez a primeira vítima: o primeiro ministro da Islândia teria renunciado ao cargo.	Rio de Janeiro	02:41:04 04/04/2016
atxnrs_kristine	RT @avilarenata: Time to support @couragefound We need more whistleblowers. Confident that they will be supported. #panamapapers	Florida, USA	02:42:44 04/04/2016
Luisrosaless	RT @MarkRuffalo: The Power Players #panamapapers https://t.co/WwpnG2EVov	México City / L.A. / Tijuana 	02:45:26 04/04/2016
agustinlorenzos	RT @wikileaks: President #Macri #PanamaPapers 1: https://t.co/303XaHdO9G 2: https://t.co/58wI1axsXj 3: https://t.co/BxMeBkrcbx https://t.co…	Cordoba, Cordoba, Argentina	02:48:22 04/04/2016
ger_manycarp	@AmericaTV   #panamapapers #LaConisa https://t.co/15utOxUFJy	Ciudad Autónoma de Buenos Aire	02:48:22 04/04/2016
peruanoticias	Panamá Papers: Chavistas ocultaron dinero en paraísos fiscales https://t.co/9Wq0HNZdMK	Lima, Perú	02:40:13 04/04/2016
gaboencolonia	RT @DaniloSetten: Che, cuándo sale el especial de @Lanataenel13 sobre la #rutadeldineroM por el temita de #panamapapers y #ElAjuste?? https…	None	02:40:20 04/04/2016
Lolynama	RT @PK2noticiosos: No es un régimen democrático, tampoco dictatorial ni tiránico: El de Venezuela es un régimen delincuente #PanamaPapers	Venezuela	02:44:28 04/04/2016
luckfor	RT @pimboleto: CNN reportea a nuestro Embajador en Panamá. Lanata tenía razón! "En el mundo se nos cagan de risa" https://t.co/bBLUk8wNlT	Hombre	02:48:00 04/04/2016
InPoculis	RT @leobilanski: #DevuelvanLoRobado  Hasta q no se aclare el rol del presidente n los #panamapapers hay que hacer un STD BY del pago a los…	Patria Grande	02:48:02 04/04/2016
danyvilar	RT @PeriodistaPeron: Fuimos a buscar la plata de CFK en paraísos fiscales y encontramos la de Macri. Cambiemos (de opinión) #panamapapers h…	Lomas de Zamora - Buenos Aires	02:39:08 04/04/2016
mguiyemo	RT @mariaposada573: #QueDevuelvanLaPlata #panamapapers @robdnavarro @C5n https://t.co/Kb4GkFEfU6	Flores CABA	02:41:08 04/04/2016
Fabiola_Nava43	Panamá Papers: Los hermanos mexicanos protegidos por la ... - El Diario NY	queretaro	02:42:23 04/04/2016
TrendieWW	"Trending Worldwide 03:44 AM BST" 1. #TWDFinale 2. #WrestleMania 3. #debatepresidencial 4. #panamapapers 5. #ACMs 6. NOW OR NEVER FAM	World	02:44:49 04/04/2016
vero_jalil	RT @rayovirtual: Los grandes medios de la Argentina están inventando formas novedosas de tapar lo develado por #panamapapers	None	02:46:35 04/04/2016
eudosio8	RT @DiegoDJ: #panamapapers quien en su indignado juicio no evitaría pagar impuestos. Si sabe que no servirán para mejorar un país.	mexico	02:40:45 04/04/2016
rosmapad	RT @marujatarre: 11 periodistas venezolanos participaron en la investigación de los Panamá Papers. Que orgullo! Felicitaciones a todos ello…	Venezuela / Valencia 	02:40:40 04/04/2016
JessicaM1125	Panama leak is going to expose new #Watergate   https://t.co/wX5AnWlwVl	Arizona	02:46:22 04/04/2016
Gilixen	RT @LaReinaRea: #panamapapers COMUNICADO FAMILIA KIRCHNER https://t.co/qIBjK0cfjW	UNAM Mx Nuestra América	02:47:38 04/04/2016
SrCuadrado	RT @SoyLadyCorrales: Pronóstico para el  #panamapapers : un montón de funcionarios renunciando a sus cargos; aquí en México, un comunicado…	Planilandia / Adventure	02:38:36 04/04/2016
terko2013	RT @PACOURONDO: ¡En qué te convirtieron #PanamaPapers, parecés un informe de 678!	None	02:45:08 04/04/2016
aliusmani	Bharat Mata ki Jai #panamapapers https://t.co/yM1RTLJPtp	Between Muscat & Delhi	02:46:02 04/04/2016
JormerMx	RT @DiarioTalCual: #PanamaPapers Desde presidentes hasta la hermana de un rey tienen empresas offshore https://t.co/JLbE2CXNgG https://t.co…	IPN, ITAM, ITESM | Mexico City	02:45:59 04/04/2016
javier32167185	RT @LaDOSmil17: Ahora sí estamos de vuelta en "el mundo" gracias @mauriciomacri #MacriCorrupto  #PanamaPapers https://t.co/zo2W3aJxme	None	02:47:12 04/04/2016
mattmizik	RT @mathewi: Only U.S. media orgs on the #panamapapers team -- Miami Herald, Univision, Fusion and McLatchy: https://t.co/sRbjg8BQVG	None	04:20:07 04/04/2016
